date,source,target,outflow_usd
2025-11-23,neutron,osmosis,2513.7128616748314
2025-11-23,neutron,stride,2.2949484753705898
2025-11-23,neutron,terra,503.8534414688997
2025-11-23,osmosis,akash,3303.7907223816005
2025-11-23,osmosis,atomone,2971.2162729509
2025-11-23,osmosis,axelar,32852.084465794
2025-11-23,osmosis,celestia,1191.07731951441
2025-11-23,osmosis,coreum,1182.2600816184001
2025-11-23,osmosis,cosmos,95960.62985577101
2025-11-23,osmosis,injective,827.140365747545
2025-11-23,osmosis,kava,3584.64636801137
2025-11-23,osmosis,mantra,419.60377819587006
2025-11-23,osmosis,neutron,5210.9168796081
2025-11-23,osmosis,saga,978.80833275795
2025-11-23,osmosis,sei,9.43078416829
2025-11-23,osmosis,stride,852.7010377727
2025-11-23,osmosis,terra,1940.93656049492
2025-11-23,saga,axelar,328.989049312752
2025-11-23,saga,osmosis,1018.5558794036549
2025-11-23,saga,stride,14394.553126003799
2025-11-23,sei,osmosis,14.845919810360998
2025-11-23,stride,celestia,21.175560499295997
2025-11-23,stride,cosmos,241.82814094308802
2025-11-23,stride,injective,0.243862556441056
2025-11-23,stride,neutron,3.182513886608
2025-11-23,stride,osmosis,570.42123021968
2025-11-23,stride,saga,9253.5819238688
2025-11-23,stride,terra,0.08036545664
2025-11-23,terra,axelar,1321.20548853047
2025-11-23,terra,cosmos,831.856163560845
2025-11-23,terra,injective,1.7295246141481848
2025-11-23,terra,kava,601.3098620857149
2025-11-23,terra,neutron,900.4472754656149
2025-11-23,terra,osmosis,246.88227142165
2025-11-23,terra,stride,0.10356812359999999
2025-11-24,akash,cosmos,0.353221195437
2025-11-24,akash,kava,245.703670889247
2025-11-24,akash,osmosis,33972.71170089369
2025-11-24,atomone,osmosis,37591.62801175
2025-11-24,axelar,coreum,1.224998254435
2025-11-24,axelar,cosmos,17.661758861218
2025-11-24,axelar,neutron,3891.21528295915
2025-11-24,axelar,osmosis,30289.113025710503
2025-11-24,axelar,saga,362.949488271812
2025-11-24,axelar,terra,4539.057757569908
2025-11-24,celestia,injective,3963.361076450391
2025-11-24,celestia,neutron,5150.244972944226
2025-11-24,celestia,osmosis,18301.10486144897
